"id","title","description","category","organization","location","time_commitment","starts_at","ends_at","latitude","longitude","is_active","tags","image_url","source_url","created_at","updated_at"
"515","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lille","Mensuel","","","50.628518","3.066511","false","impact, réseau, accueil","","","2025-10-13T06:16:29Z","2025-10-13T06:16:29Z"
"516","Accompagnement numérique","💡 Accompagnement numérique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Pôle Asso","Paris","Mensuel","","","48.842301","2.381724","false","accueil, impact, réseau","","","2025-10-13T06:35:55Z","2025-10-21T06:39:15Z"
"517","Découverte du code (initiation)","💡 Découverte du code (initiation). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Réseau Entourage","Paris","1–2 h","","","48.837323","2.374179","false","convivial, impact, réseau","","","2025-10-13T06:35:55Z","2025-10-21T07:55:23Z"
"518","Webinaire reconversion","💡 Webinaire reconversion. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Le Wagon","Paris","Hebdomadaire","","","48.835991","2.320475","false","réseau, convivial, impact","","","2025-10-13T06:35:55Z","2025-10-23T08:09:11Z"
"519","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Fab City","Paris","Ponctuel","","","48.863078","2.375224","false","débutant, impact, accueil","","","2025-10-13T06:35:55Z","2025-10-23T08:09:11Z"
"520","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Paris","Mensuel","","","48.867586","2.339358","false","convivial, accueil, impact","","","2025-10-13T06:35:55Z","2025-10-14T06:25:14Z"
"521","Mentorat entrepreneur·e","💡 Mentorat entrepreneur·e. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Pôle Asso","Paris","Ponctuel","","","48.867902","2.34433","false","réseau, impact, convivial","","","2025-10-13T06:35:55Z","2025-10-19T19:15:09Z"
"522","Mentorat entrepreneur·e","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Mentorat entrepreneur·e** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Le Wagon","Paris","Samedi 9:30–12:30","","","48.873419","2.329792","false","impact, débutant, convivial","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-13T06:35:55Z","2025-10-29T09:49:02Z"
"523","Office hours juridique","💡 Office hours juridique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Emmaüs","Paris","2–4 h","","","48.849064","2.371663","false","impact, débutant, réseau","","","2025-10-13T06:35:55Z","2025-10-13T06:35:55Z"
"524","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Lille","1–2 h","","","50.636155","3.074812","false","réseau, accueil, débutant","","","2025-10-13T06:35:55Z","2025-10-13T06:44:08Z"
"525","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Lille","Hebdomadaire","","","50.616974","3.060899","false","débutant, convivial, impact","","","2025-10-13T06:35:55Z","2025-10-13T06:35:55Z"
"526","Frigo solidaire - réassort","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Frigo solidaire - réassort** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Le Wagon","Paris","Ponctuel (2–3 h)","","","48.869993","2.385629","false","réseau, accueil, convivial","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-13T06:44:08Z","2025-10-29T09:49:02Z"
"527","Découverte du code (initiation)","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Découverte du code (initiation)** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Restos du Cœur","Paris","Mensuel (soirée)","","","48.863171","2.369671","false","débutant, impact, accueil","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-13T06:44:08Z","2025-10-29T09:49:02Z"
"528","Atelier CV & LinkedIn","💡 Atelier CV & LinkedIn. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Collectif Zéro Déchet","Paris","2–4 h","","","48.838473","2.322693","false","convivial, débutant, impact","","","2025-10-13T06:44:08Z","2025-10-19T06:37:35Z"
"529","Permanence pro bono (stratégie)","💡 Permanence pro bono (stratégie). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Secours Populaire","Paris","Ponctuel","","","48.834699","2.35101","false","accueil, impact, convivial","","","2025-10-13T06:44:08Z","2025-10-13T06:44:08Z"
"530","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Lyon","Mensuel","","","45.758041","4.850373","false","débutant, accueil, réseau","","","2025-10-13T06:44:08Z","2025-10-13T06:44:08Z"
"531","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Lyon","2–4 h","","","45.781568","4.855658","false","accueil, impact, débutant","","","2025-10-13T06:44:08Z","2025-10-19T06:37:35Z"
"532","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Rennes","1–2 h","","","48.100946","-1.686482","false","impact, accueil, convivial","","","2025-10-13T06:44:08Z","2025-10-23T08:09:12Z"
"533","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Lille","Mensuel","","","50.638274","3.026535","false","débutant, réseau, convivial","","","2025-10-13T06:44:08Z","2025-10-13T06:44:08Z"
"534","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Réseau Entourage","Paris","Hebdomadaire","","","48.842889","2.336885","false","réseau, convivial, accueil","","","2025-10-13T06:50:51Z","2025-10-27T18:57:27Z"
"535","Aide alimentaire - distribution","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Aide alimentaire - distribution** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Tiers-Lieu Citoyen","Paris","Mensuel (soirée)","","","48.84613","2.377837","false","réseau, impact, débutant","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-13T06:50:51Z","2025-10-29T09:49:02Z"
"536","Aide alimentaire - distribution","💡 Aide alimentaire - distribution. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","MJC Locale","Paris","Ponctuel","","","48.875885","2.35808","false","débutant, réseau, accueil","","","2025-10-13T06:50:51Z","2025-10-13T06:50:51Z"
"537","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Paris","Ponctuel","","","48.84084","2.334434","false","débutant, convivial, accueil","","","2025-10-13T06:50:51Z","2025-10-19T14:26:23Z"
"538","Permanence pro bono (stratégie)","💡 Permanence pro bono (stratégie). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","MJC Locale","Paris","Ponctuel","","","48.841895","2.336466","false","débutant, accueil, convivial","","","2025-10-13T06:50:51Z","2025-10-27T18:57:28Z"
"539","Office hours juridique","💡 Office hours juridique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Le Wagon","Paris","Hebdomadaire","","","48.851437","2.37351","false","réseau, accueil, impact","","","2025-10-13T06:50:51Z","2025-10-13T06:50:51Z"
"540","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Lyon","Mensuel","","","45.759115","4.814295","false","débutant, impact, accueil","","","2025-10-13T06:50:51Z","2025-10-19T13:19:00Z"
"541","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Lyon","Ponctuel","","","45.764363","4.821155","false","impact, débutant, réseau","","","2025-10-13T06:50:51Z","2025-10-21T06:39:15Z"
"542","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Rennes","1–2 h","","","48.112263","-1.690478","false","accueil, impact, réseau","","","2025-10-13T06:50:51Z","2025-10-21T07:46:51Z"
"543","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Lille","2–4 h","","","50.640177","3.078421","false","débutant, impact, réseau","","","2025-10-13T06:50:51Z","2025-10-21T07:55:23Z"
"544","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Lille","1–2 h","","","50.633534","3.079157","false","impact, accueil, réseau","","","2025-10-13T06:50:51Z","2025-10-13T06:50:51Z"
"545","Tri de dons","💡 Tri de dons. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Latitudes","Paris","Ponctuel","","","48.839996","2.358889","false","impact, accueil, débutant","","","2025-10-13T16:02:21Z","2025-10-21T07:55:23Z"
"546","Maraude du soir","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Maraude du soir** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Réseau Entourage","Paris","Mensuel (soirée)","","","48.856448","2.358375","false","réseau, débutant, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-13T16:02:21Z","2025-10-29T09:49:02Z"
"547","Découverte du code (initiation)","💡 Découverte du code (initiation). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","MJC Locale","Paris","1–2 h","","","48.839137","2.335181","false","accueil, impact, réseau","","","2025-10-13T16:02:21Z","2025-10-13T16:02:21Z"
"548","Visite tiers-lieu","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Visite tiers-lieu** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Réseau Entourage","Paris","Samedi 9:30–12:30","","","48.87665","2.330985","false","réseau, accueil, convivial","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-13T16:02:21Z","2025-10-29T09:49:02Z"
"549","Permanence pro bono (stratégie)","💡 Permanence pro bono (stratégie). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Collectif Zéro Déchet","Paris","Hebdomadaire","","","48.845987","2.345607","false","impact, convivial, accueil","","","2025-10-13T16:02:21Z","2025-10-19T06:37:35Z"
"550","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Lyon","2–4 h","","","45.767068","4.836955","false","impact, accueil, convivial","","","2025-10-13T16:02:21Z","2025-10-13T16:02:21Z"
"551","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Lyon","Mensuel","","","45.751946","4.829671","false","accueil, impact, débutant","","","2025-10-13T16:02:21Z","2025-10-13T16:12:53Z"
"552","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Rennes","2–4 h","","","48.121769","-1.694298","false","accueil, convivial, débutant","","","2025-10-13T16:02:21Z","2025-10-19T13:19:00Z"
"553","Frigo solidaire - réassort","💡 Frigo solidaire - réassort. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Réseau Entourage","Paris","Ponctuel","","","48.841593","2.351602","false","convivial, impact, réseau","","","2025-10-13T16:12:52Z","2025-10-14T19:58:56Z"
"554","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Bibliothèque Solidaire","Paris","2–4 h","","","48.844934","2.368675","false","convivial, réseau, impact","","","2025-10-13T16:12:52Z","2025-10-21T07:46:50Z"
"555","Accueil évènement","💡 Accueil évènement. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Secours Populaire","Paris","Ponctuel","","","48.857506","2.336148","false","débutant, impact, réseau","","","2025-10-13T16:12:52Z","2025-10-19T06:37:35Z"
"556","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Paris","Ponctuel","","","48.844648","2.334457","false","débutant, convivial, réseau","","","2025-10-13T16:12:53Z","2025-10-19T14:24:56Z"
"557","Sprint produit (2h)","💡 Sprint produit (2h). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Emmaüs","Paris","1–2 h","","","48.840832","2.337886","false","impact, accueil, réseau","","","2025-10-13T16:12:53Z","2025-10-14T19:58:57Z"
"558","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Lille","Hebdomadaire","","","50.623342","3.08779","false","débutant, accueil, réseau","","","2025-10-13T16:12:53Z","2025-10-21T06:39:15Z"
"559","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Lille","Ponctuel","","","50.645054","3.02869","false","réseau, débutant, accueil","","","2025-10-13T16:12:53Z","2025-10-13T16:12:53Z"
"560","Collecte solidaire","💡 Collecte solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Secours Populaire","Paris","1–2 h","","","48.848228","2.327645","false","impact, convivial, réseau","","","2025-10-13T16:52:01Z","2025-10-21T05:19:36Z"
"561","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Fab City","Paris","Ponctuel","","","48.838577","2.35472","false","impact, accueil, débutant","","","2025-10-13T16:52:01Z","2025-10-13T16:52:01Z"
"562","Atelier finance d'amorçage","💡 Atelier finance d'amorçage. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Restos du Cœur","Paris","1–2 h","","","48.873345","2.322143","false","impact, réseau, débutant","","","2025-10-13T16:52:02Z","2025-10-13T16:52:02Z"
"563","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Lyon","1–2 h","","","45.762923","4.821473","false","débutant, accueil, convivial","","","2025-10-13T16:52:02Z","2025-10-19T06:37:35Z"
"564","Initiation compost collectif","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Initiation compost collectif** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Collectif Zéro Déchet","Rennes","Samedi 9:30–12:30","","","48.137493","-1.681878","false","accueil, débutant, impact","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-13T16:52:02Z","2025-10-29T08:05:21Z"
"565","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Rennes","1–2 h","","","48.123213","-1.659091","false","réseau, accueil, débutant","","","2025-10-13T16:52:02Z","2025-10-21T06:39:15Z"
"566","Maraude du soir","💡 Maraude du soir. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Fab City","Paris","Ponctuel","","","48.868336","2.336539","false","réseau, convivial, impact","","","2025-10-14T06:25:14Z","2025-10-19T18:28:39Z"
"567","Maraude du soir","💡 Maraude du soir. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","MJC Locale","Paris","Ponctuel","","","48.849025","2.381288","false","impact, accueil, convivial","","","2025-10-14T06:25:14Z","2025-10-21T05:19:36Z"
"568","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Paris","1–2 h","","","48.864869","2.317969","false","accueil, réseau, convivial","","","2025-10-14T06:25:14Z","2025-10-14T06:25:14Z"
"569","Permanence pro bono (stratégie)","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Permanence pro bono (stratégie)** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Bibliothèque Solidaire","Paris","Ponctuel (2–3 h)","","","48.8497","2.382494","false","réseau, convivial, impact","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-14T06:25:14Z","2025-10-29T08:05:21Z"
"570","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Lyon","1–2 h","","","45.782841","4.810901","false","réseau, impact, accueil","","","2025-10-14T06:25:14Z","2025-10-14T06:25:14Z"
"571","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Rennes","2–4 h","","","48.103717","-1.659979","false","réseau, impact, convivial","","","2025-10-14T06:25:14Z","2025-10-14T06:25:14Z"
"572","Soirée jeux coopératifs","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Soirée jeux coopératifs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Bibliothèque Solidaire","Lille","Mensuel (soirée)","","","50.622319","3.084631","false","débutant, accueil, impact","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-14T06:25:14Z","2025-10-28T08:08:44Z"
"573","Initiation compost collectif","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Initiation compost collectif** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Fab City","Paris","Samedi 9:30–12:30","","","48.872219","2.362812","false","réseau, impact, débutant","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-14T19:58:57Z","2025-10-29T09:49:02Z"
"574","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Le Wagon","Paris","Ponctuel","","","48.847117","2.367508","false","accueil, impact, convivial","","","2025-10-14T19:58:57Z","2025-10-21T07:55:23Z"
"575","Tri de dons","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Tri de dons** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Réseau Entourage","Paris","Samedi 9:30–12:30","","","48.86718","2.319363","false","accueil, débutant, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-14T20:03:00Z","2025-10-29T08:27:44Z"
"576","Executive MBA ICN — 18 mois pour se réinventer","💡 Programme exigeant pour cadres souhaitant transformer leur leadership et leur trajectoire pro.","formation","ICN Business School","Nancy / Paris / Campus ICN","18 mois (3–4 jours / mois)","","","48.693","6.184","true","executive,management,leadership,transformation,réseau","","","2025-10-14T20:03:00Z","2025-10-14T20:03:00Z"
"577","Soirée jeux coopératifs","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Soirée jeux coopératifs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Réseau Entourage","Lyon","Mardi 18:30–20:00","","","45.762087","4.819553","false","accueil, réseau, débutant","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-14T20:03:00Z","2025-10-29T08:05:21Z"
"578","Balade urbaine solidaire","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Balade urbaine solidaire** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Secours Populaire","Lille","Samedi 9:30–12:30","","","50.609075","3.047095","false","accueil, impact, réseau","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-14T20:03:00Z","2025-10-29T08:27:44Z"
"579","Accueil évènement","💡 Accueil évènement. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Pôle Asso","Paris","2–4 h","","","48.849713","2.336896","false","réseau, impact, accueil","","","2025-10-19T06:37:34Z","2025-10-21T07:55:23Z"
"580","Soirée jeux coopératifs","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Soirée jeux coopératifs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Simplon","Paris","Mardi 18:30–20:00","","","48.862222","2.322293","false","débutant, accueil, convivial","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-19T06:37:35Z","2025-10-29T08:27:44Z"
"581","Mentorat entrepreneur·e","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Mentorat entrepreneur·e** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Collectif Zéro Déchet","Paris","Jeudi 14:00–17:00","","","48.837083","2.364879","false","débutant, convivial, accueil","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-19T06:37:35Z","2025-10-28T08:08:44Z"
"582","Executive MBA — se réinventer (ICN Business School)","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
Parcours pour cadres/dirigeants : leadership, stratégie, innovation et soutenance d’un projet de transformation. Compatible activité pro.

🗓️ **Quand ?** Rentrée de printemps 2026 — candidatures ouvertes dès nov. 2025

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.

🔗 **En savoir plus** : https://www.lasemaine.fr/enseignement-formation/executive-mba-quand-icn-aide-les-cadres-a-se-reinventer/","formation","ICN Business School","86 Rue Sergent Blandan, 54000 Nancy","Part-time (18–24 mois)","","","48.6829","6.1766","true","executive,mba,leadership,transformation","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-19T06:37:35Z","2025-10-28T08:08:44Z"
